,patent_id,Grant-date,Appli-date,CPC,Inventor,Cited,Citing,year,month,month_year,Qt
6375276,9745598,2017-08-29,2016-01-07,C12N 15/85 (20130101)+A01K 67/0275 (20130101)+A01K 67/0276 (20130101)+C12N 5/0606 (20130101)+C12N 9/1241 (20130101)+C12N 15/8509 (20130101)+C12N 15/873 (20130101)+C12N 15/907 (20130101)+C12Y 207/07 (20130101)+A01K 2217/07 (20130101)+A01K 2217/075 (20130101)+A01K 2217/206 (20130101)+A01K 2227/105 (20130101)+A01K 2267/03 (20130101)+C12N 2800/22 (20130101)+C12N 2800/30 (20130101)+C12N 2840/102 (20130101),4.0,23.0,,2016,1,2016-01,1
6382541,9752140,2017-09-05,2016-01-27,C12N 15/102 (20130101)+C12N 15/907 (20130101)+C12N 15/8213 (20130101)+C12N 2800/80 (20130101),3.0,65.0,,2016,1,2016-01,1
6388620,9757420,2017-09-12,2015-07-23,A61K 35/28 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+A61K 48/00 (20130101)+C12N 2740/16011 (20130101),3.0,85.0,,2015,7,2015-07,3
6391386,9758797,2017-09-12,2017-04-13,C12N 15/907 (20130101)+A61K 38/465 (20130101)+A61K 48/005 (20130101)+C12N 9/22 (20130101)+C12N 15/1024 (20130101)+C12N 15/86 (20130101)+C12Y 301/21004 (20130101)+G01N 33/5014 (20130101)+C12N 2800/80 (20130101),2.0,105.0,,2017,4,2017-04,2
6397592,9765360,2017-09-19,2016-05-04,C12N 15/8213 (20130101)+C12N 15/63 (20130101)+C12N 15/907 (20130101),4.0,30.0,,2016,5,2016-05,2
6397665,9765361,2017-09-19,2016-05-20,C12N 9/22 (20130101)+C12N 15/85 (20130101)+C07K 7/06 (20130101)+C12N 15/907 (20130101)+C07K 14/47 (20130101)+C07K 2319/50 (20130101)+C07K 2319/80 (20130101)+C07K 2319/81 (20130101)+C12Y 301/21004 (20130101),2.0,36.0,,2016,5,2016-05,2
6404504,9771601,2017-09-26,2017-04-21,C12N 15/907 (20130101)+C12N 15/8213 (20130101)+C12N 15/63 (20130101),2.0,36.0,,2017,4,2017-04,2
6413443,9783790,2017-10-10,2012-07-16,C12N 9/1241 (20130101)+C12N 9/22 (20130101)+C12N 15/79 (20130101)+C12N 15/81 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+C12N 2800/90 (20130101),1.0,1.0,5.0,2012,7,2012-07,3
6415980,9783780,2017-10-10,2015-08-26,A01K 67/0275 (20130101)+C12N 9/22 (20130101)+C12N 15/89 (20130101)+C12N 15/907 (20130101)+A61D 19/04 (20130101)+C12N 5/0609 (20130101)+C12N 15/102 (20130101)+A01K 2217/072 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/03 (20130101)+C12N 2800/80 (20130101),3.0,6.0,,2015,8,2015-08,3
6418196,9783827,2017-10-10,2016-10-03,C12N 15/907 (20130101)+C07K 14/195 (20130101)+C12N 9/22 (20130101)+C12N 15/52 (20130101)+C12N 15/62 (20130101)+C12N 15/8213 (20130101)+C12N 15/85 (20130101)+C12Y 301/21004 (20130101)+A61K 38/00 (20130101)+C07K 2319/80 (20130101),7.0,111.0,,2016,10,2016-10,4
6438917,9803194,2017-10-31,2016-07-05,A61K 47/6455 (20170801)+C12N 15/11 (20130101)+A61K 38/465 (20130101)+C12N 9/22 (20130101)+C12N 15/102 (20130101)+C12N 15/52 (20130101)+C12N 15/85 (20130101)+C12N 15/90 (20130101)+C12N 15/902 (20130101)+C12N 15/907 (20130101)+C12Q 1/68 (20130101)+C12Q 1/6806 (20130101)+C12Q 1/686 (20130101)+C12Q 1/6818 (20130101)+C12Q 1/6869 (20130101)+C12Q 1/6874 (20130101)+C12Q 1/6818 (20130101)+C12N 2800/80 (20130101)+C12N 15/113 (20130101)+C12N 2310/20 (20170501)+C12N 2310/531 (20130101)+C12N 2310/533 (20130101)+C12Q 2525/203 (20130101),6.0,119.0,4.0,2016,7,2016-07,3
6444922,9807987,2017-11-07,2014-11-13,A01K 67/0276 (20130101)+C12N 5/0696 (20130101)+C12N 15/8509 (20130101)+C12N 15/8778 (20130101)+C12N 15/907 (20130101)+A01K 67/0278 (20130101)+C12N 2510/00 (20130101)+A01K 2217/075 (20130101)+C12N 2501/604 (20130101)+C12N 2501/606 (20130101)+C12N 2501/608 (20130101)+C12N 2506/025 (20130101)+A01K 2227/108 (20130101)+A01K 2267/0387 (20130101)+C12N 2015/8536 (20130101)+C12N 2501/40 (20130101)+C12N 2501/602 (20130101)+C12N 2501/603 (20130101),4.0,1.0,,2014,11,2014-11,4
6446796,9809814,2017-11-07,2017-07-26,C12N 15/85 (20130101)+C12N 15/11 (20130101)+C12N 15/902 (20130101)+C12N 15/907 (20130101)+C12Q 1/68 (20130101)+C12Q 1/6806 (20130101)+C12Q 1/686 (20130101)+C12Q 1/6818 (20130101)+C12Q 1/6869 (20130101)+C12Q 1/6874 (20130101)+C12N 15/52 (20130101)+C12N 15/102 (20130101)+C12N 9/22 (20130101)+A61K 47/6455 (20170801)+A61K 38/465 (20130101)+C12N 15/90 (20130101)+C12N 15/113 (20130101)+C12N 2310/20 (20170501)+C12N 2310/531 (20130101)+C12N 2310/533 (20130101)+C12N 2800/80 (20130101),6.0,122.0,3.0,2017,7,2017-07,3
6451188,9816110,2017-11-14,2015-10-21,C12N 15/85 (20130101)+C12N 15/907 (20130101),4.0,5.0,1.0,2015,10,2015-10,4
6456083,9822370,2017-11-21,2014-09-12,C12N 15/63 (20130101)+C12N 15/907 (20130101)+A61K 48/00 (20130101),3.0,81.0,18.0,2014,9,2014-09,3
6457487,9822381,2017-11-21,2015-07-22,C12N 15/907 (20130101)+C12N 9/003 (20130101)+C12N 9/22 (20130101)+C12Y 105/01003 (20130101)+C12Y 603/01002 (20130101)+C12N 9/93 (20130101)+C12Y 301/04 (20130101),3.0,4.0,,2015,7,2015-07,3
6458441,9822372,2017-11-21,2016-01-07,C12N 15/746 (20130101)+C12N 9/22 (20130101)+C12N 15/113 (20130101)+C12N 15/63 (20130101)+C12N 15/70 (20130101)+C12N 15/74 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C12N 2800/101 (20130101)+C12N 15/1082 (20130101)+C12N 2310/20 (20170501)+C12N 2310/3519 (20130101)+C12N 2310/531 (20130101),6.0,16.0,21.0,2016,1,2016-01,1
6468522,9834786,2017-12-05,2013-04-25,C12N 15/85 (20130101)+C12N 15/907 (20130101)+C12N 15/8509 (20130101)+C07K 14/7155 (20130101),5.0,85.0,1.0,2013,4,2013-04,2
6474046,9833479,2017-12-05,2017-03-14,A61K 35/28 (20130101)+A61K 38/1709 (20130101)+A61K 38/1793 (20130101)+C07K 14/7155 (20130101)+C12N 9/22 (20130101)+C12N 15/907 (20130101)+C07K 14/4705 (20130101)+A61K 2035/124 (20130101),4.0,80.0,,2017,3,2017-03,1
6476247,9840713,2017-12-12,2014-10-24,C12N 15/746 (20130101)+C12N 9/22 (20130101)+C12N 15/113 (20130101)+C12N 15/63 (20130101)+C12N 15/70 (20130101)+C12N 15/74 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C12N 2800/101 (20130101)+C12N 15/1082 (20130101)+C12N 2310/20 (20170501)+C12N 2310/3519 (20130101)+C12N 2310/531 (20130101),1.0,16.0,19.0,2014,10,2014-10,4
6497756,9856497,2018-01-02,2017-01-10,C12N 15/907 (20130101)+C12Y 301/00 (20130101)+C12N 9/22 (20130101),2.0,84.0,3.0,2017,1,2017-01,1
6504304,9863933,2018-01-09,2015-08-18,G01N 33/502 (20130101)+C12N 15/11 (20130101)+C12N 15/907 (20130101)+G01N 33/505 (20130101)+C12Q 1/44 (20130101)+C12N 2310/20 (20170501)+C12N 2310/14 (20130101),6.0,,,2015,8,2015-08,3
6510863,9868962,2018-01-16,2017-08-17,C12N 15/907 (20130101)+C12N 15/8213 (20130101)+C12N 15/63 (20130101),2.0,36.0,,2017,8,2017-08,3
6512057,9873894,2018-01-23,2014-05-15,C12N 15/907 (20130101)+C07K 2/00 (20130101)+C12N 9/22 (20130101)+C12N 15/11 (20130101)+C12N 15/902 (20130101)+C12N 15/90 (20130101)+C12Y 301/21004 (20130101)+C07K 2319/81 (20130101)+C12N 2320/30 (20130101),8.0,61.0,2.0,2014,5,2014-05,2
6517331,9877988,2018-01-30,2013-03-15,A61K 35/28 (20130101)+A61K 38/46 (20130101)+A61K 38/465 (20130101)+C12N 9/22 (20130101)+C12N 15/907 (20130101)+A61K 48/005 (20130101)+C07K 2319/81 (20130101)+A61K 48/00 (20130101),1.0,73.0,,2013,3,2013-03,1
6520115,9879283,2018-01-30,2015-10-09,C12N 15/907 (20130101)+C12N 15/102 (20130101)+C12N 15/11 (20130101)+C12P 19/34 (20130101)+C12Q 1/686 (20130101)+C12Q 1/686 (20130101)+C12N 2310/3519 (20130101)+C12Q 2525/143 (20130101),6.0,8.0,2.0,2015,10,2015-10,4
6525923,9884023,2018-02-06,2015-08-07,A61K 9/4816 (20130101)+A61K 9/4808 (20130101)+A61K 9/4866 (20130101)+A61K 38/185 (20130101)+A61K 38/22 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+C12N 15/88 (20130101)+C12N 2800/90 (20130101)+A61K 48/00 (20130101)+A61K 2035/126 (20130101),2.0,9.0,,2015,8,2015-08,3
6526671,9885026,2018-02-06,2016-01-15,C07K 14/245 (20130101)+C12N 15/62 (20130101)+C12N 15/70 (20130101)+C12N 9/22 (20130101)+C12N 15/74 (20130101)+C12N 15/902 (20130101)+A61K 48/005 (20130101)+C12N 9/16 (20130101)+C12N 15/81 (20130101)+C12N 15/82 (20130101)+C12N 15/86 (20130101)+C12N 15/907 (20130101)+C07K 14/47 (20130101)+C12N 15/66 (20130101)+C07K 2319/22 (20130101)+C07K 2319/09 (20130101)+C07K 2319/60 (20130101)+C07K 2319/71 (20130101)+C07K 2319/85 (20130101)+A61K 38/00 (20130101)+C07K 2319/80 (20130101)+C12Y 301/21004 (20130101)+C12N 2310/20 (20170501),2.0,92.0,4.0,2016,1,2016-01,1
6530419,9888674,2018-02-13,2013-10-23,C12N 9/1048 (20130101)+C12N 9/0071 (20130101)+C12N 9/2465 (20130101)+C12N 15/8509 (20130101)+C12N 15/8778 (20130101)+C12N 15/907 (20130101)+A01K 67/0276 (20130101)+A61K 35/407 (20130101)+C12N 9/22 (20130101)+A01K 2217/00 (20130101)+A01K 2217/075 (20130101)+A01K 2217/15 (20130101)+A01K 2227/108 (20130101)+A01K 2267/025 (20130101)+C07K 2319/80 (20130101),1.0,81.0,1.0,2013,10,2013-10,4
6533103,9890395,2018-02-13,2016-03-24,C12N 15/907 (20130101)+C07K 14/4703 (20130101)+C07K 16/00 (20130101)+C12N 15/85 (20130101)+C12N 15/87 (20130101)+C12P 21/00 (20130101)+C12N 9/1051 (20130101)+C12N 2800/80 (20130101),2.0,44.0,,2016,3,2016-03,1
6534039,9890396,2018-02-13,2016-09-23,C12N 15/907 (20130101)+A61K 48/005 (20130101)+A61K 48/0008 (20130101)+C07K 14/005 (20130101)+C12N 15/86 (20130101)+C12N 7/00 (20130101)+C12N 2800/70 (20130101)+C12N 2840/44 (20130101)+C12N 2750/14171 (20130101)+C12N 2750/14121 (20130101)+C12N 2750/14143 (20130101)+C12N 2750/14145 (20130101)+C12N 2750/14152 (20130101),3.0,16.0,,2016,9,2016-09,3
6545040,9902971,2018-02-27,2015-06-26,C12N 15/8509 (20130101)+A01K 67/0275 (20130101)+A01K 67/0276 (20130101)+A01K 67/0278 (20130101)+C12N 5/0606 (20130101)+C12N 15/907 (20130101)+C12N 2517/00 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/02 (20130101)+A01K 2267/0393 (20130101)+C12N 2500/60 (20130101),6.0,46.0,,2015,6,2015-06,2
6546139,9902974,2018-02-27,2015-12-10,C12N 15/907 (20130101)+C07K 2/00 (20130101)+C12N 9/22 (20130101)+C12N 15/11 (20130101)+C12N 15/902 (20130101)+C12N 15/90 (20130101)+C12Y 301/21004 (20130101)+C07K 2319/81 (20130101)+C12N 2320/30 (20130101),8.0,61.0,2.0,2015,12,2015-12,4
6548801,9901083,2018-02-27,2017-06-06,A01K 67/0278 (20130101)+C07K 14/70596 (20130101)+C07K 16/2809 (20130101)+C07K 16/2887 (20130101)+C12N 9/16 (20130101)+C12N 15/8509 (20130101)+C12N 15/89 (20130101)+C12N 15/907 (20130101)+G01N 33/5011 (20130101)+G01N 33/5088 (20130101)+A61K 49/0008 (20130101)+G01N 2500/10 (20130101)+A01K 2207/12 (20130101)+A01K 2207/15 (20130101)+A01K 2217/05 (20130101)+A01K 2217/052 (20130101)+A01K 2217/054 (20130101)+A01K 2217/072 (20130101)+A01K 2227/10 (20130101)+A01K 2227/105 (20130101)+A01K 2267/01 (20130101)+A01K 2267/0331 (20130101)+A01K 2267/0381 (20130101)+A01K 2267/0387 (20130101)+C07K 14/70503 (20130101)+C07K 2317/31 (20130101)+C07K 2319/00 (20130101)+C12N 15/902 (20130101)+C12N 2015/8518 (20130101)+C12N 2015/8527 (20130101)+C12N 2015/8572 (20130101)+C12N 2800/30 (20130101)+C12Y 301/03048 (20130101)+G01N 2500/04 (20130101),4.0,7.0,2.0,2017,6,2017-06,2
6552849,9907863,2018-03-06,2015-11-24,A61K 48/0066 (20130101)+C12N 15/1138 (20130101)+C12N 15/63 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+C07K 2319/10 (20130101)+C12N 2830/85 (20130101)+C12N 2310/10 (20130101)+C12N 2310/20 (20170501)+C12N 2330/51 (20130101)+C12N 2750/14133 (20130101)+C12N 2750/14143 (20130101)+C07K 2319/60 (20130101),2.0,2.0,2.0,2015,11,2015-11,4
6552983,9909122,2018-03-06,2015-12-21,C12N 15/11 (20130101)+A61K 38/465 (20130101)+A61K 47/549 (20170801)+A61K 47/6455 (20170801)+C12N 9/22 (20130101)+C12N 15/102 (20130101)+C12N 15/52 (20130101)+C12N 15/85 (20130101)+C12N 15/90 (20130101)+C12N 15/902 (20130101)+C12N 15/907 (20130101)+C12Q 1/68 (20130101)+C12Q 1/686 (20130101)+C12Q 1/6806 (20130101)+C12Q 1/6818 (20130101)+C12Q 1/6869 (20130101)+C12Q 1/6874 (20130101)+C12Q 1/6818 (20130101)+C12N 2800/80 (20130101)+C12N 15/113 (20130101)+C12N 2310/20 (20170501)+C12N 2310/531 (20130101)+C12N 2310/533 (20130101)+C12Q 2525/203 (20130101),6.0,126.0,3.0,2015,12,2015-12,4
6558795,9914939,2018-03-13,2014-07-25,C12N 15/907 (20130101)+C12N 5/0696 (20130101)+C12N 15/85 (20130101)+C12N 15/86 (20130101)+C12N 2830/003 (20130101)+C12N 2510/00 (20130101)+C12N 2740/15043 (20130101)+C12N 2800/90 (20130101),4.0,2.0,,2014,7,2014-07,3
6559274,9914940,2018-03-13,2016-02-03,C12N 15/907 (20130101)+C07K 14/435 (20130101)+C07K 14/43595 (20130101)+C12N 9/22 (20130101)+C12N 15/113 (20130101)+C12Y 301/21004 (20130101)+C12N 15/1082 (20130101)+C12N 2800/30 (20130101)+C07K 2319/81 (20130101)+C12N 2800/10 (20130101),5.0,21.0,,2016,2,2016-02,1
6559512,9914936,2018-03-13,2016-03-18,C12N 15/85 (20130101)+A61K 48/005 (20130101)+C12N 9/22 (20130101)+C12N 15/113 (20130101)+C12N 15/86 (20130101)+C12N 15/907 (20130101)+C12N 2750/14143 (20130101)+A61K 48/00 (20130101)+C07K 2319/81 (20130101)+C12N 2310/11 (20130101)+C12N 2320/32 (20130101)+C12N 2330/10 (20130101),2.0,5.0,,2016,3,2016-03,1
6573295,9926546,2018-03-27,2016-08-29,C12N 9/22 (20130101)+C12N 9/16 (20130101)+C12N 15/907 (20130101)+C12Y 301/00 (20130101)+C12N 15/902 (20130101)+C07K 2319/00 (20130101),3.0,158.0,3.0,2016,8,2016-08,3
6576901,9932607,2018-04-03,2014-11-12,C12N 15/907 (20130101),8.0,25.0,,2014,11,2014-11,4
6577942,9932378,2018-04-03,2015-08-21,C07K 14/4702 (20130101)+C07K 16/18 (20130101)+G01N 33/5041 (20130101)+A61K 35/12 (20130101)+C12Q 1/00 (20130101)+C12N 5/16 (20130101)+C12N 15/63 (20130101)+C12N 15/907 (20130101)+C12N 2510/00 (20130101)+C07H 21/04 (20130101),4.0,20.0,,2015,8,2015-08,3
6592125,9943565,2018-04-17,2015-12-04,A61K 38/1709 (20130101)+C07K 14/47 (20130101)+C12N 15/907 (20130101)+C07K 2319/81 (20130101)+A61K 48/00 (20130101)+C07K 2319/00 (20130101)+C07K 2319/71 (20130101)+A61K 38/00 (20130101),3.0,51.0,,2015,12,2015-12,4
6599307,9951353,2018-04-24,2014-11-14,C12N 15/907 (20130101)+A61K 35/30 (20130101)+C12N 5/0623 (20130101)+C12N 2510/00 (20130101)+A61K 48/00 (20130101)+C12N 2501/60 (20130101),4.0,2.0,,2014,11,2014-11,4
6602831,9956247,2018-05-01,2013-07-11,A61K 35/28 (20130101)+A61K 38/46 (20130101)+A61K 38/465 (20130101)+C12N 9/22 (20130101)+C12N 15/907 (20130101)+A61K 48/005 (20130101)+C07K 2319/81 (20130101)+A61K 48/00 (20130101),1.0,80.0,,2013,7,2013-07,3
6603774,9957526,2018-05-01,2014-10-16,C12N 15/907 (20130101)+C12N 2750/14143 (20130101),2.0,71.0,,2014,10,2014-10,4
6615406,9963719,2018-05-08,2017-12-05,C12N 15/907 (20130101)+C12N 9/96 (20130101)+C12N 9/22 (20130101)+C12N 15/102 (20130101)+C12N 15/11 (20130101)+C12N 2810/10 (20130101)+C12N 2310/20 (20170501),3.0,1.0,1.0,2017,12,2017-12,4
6617663,9970024,2018-05-15,2013-12-16,C12N 15/85 (20130101)+C12N 15/01 (20130101)+C12N 15/10 (20130101)+C12N 15/102 (20130101)+C12N 15/1024 (20130101)+C12N 15/63 (20130101)+C12N 15/81 (20130101)+C12N 15/8201 (20130101)+C12N 15/87 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+C12N 9/22 (20130101)+C12Y 301/00 (20130101)+C12N 2800/80 (20130101)+C12N 2810/55 (20130101),3.0,33.0,16.0,2013,12,2013-12,4
6618358,9970030,2018-05-15,2015-08-26,C12N 15/907 (20130101)+C12N 9/22 (20130101)+C12N 15/102 (20130101)+C12Y 301/30 (20130101)+C12N 15/111 (20130101)+C12N 2310/20 (20170501)+C12N 2310/10 (20130101),5.0,69.0,1.0,2015,8,2015-08,3
6619127,9970028,2018-05-15,2016-01-07,C12N 15/902 (20130101)+C12N 9/22 (20130101)+C12N 15/907 (20130101)+C07K 2319/81 (20130101)+C07K 2319/80 (20130101),3.0,44.0,,2016,1,2016-01,1
6633659,9982245,2018-05-29,2016-07-11,C12N 9/22 (20130101)+C12N 15/907 (20130101)+C07K 2319/80 (20130101)+C07K 2319/00 (20130101),1.0,23.0,,2016,7,2016-07,3
6633812,9982246,2018-05-29,2016-08-11,C12N 9/22 (20130101)+C12N 15/907 (20130101)+C07K 2319/80 (20130101)+C07K 2319/00 (20130101),1.0,5.0,,2016,8,2016-08,3
6635389,9982279,2018-05-29,2017-06-23,C12N 15/902 (20130101)+C12N 9/22 (20130101)+C12N 15/905 (20130101)+C12N 15/907 (20130101)+C12N 15/70 (20130101)+C12N 15/81 (20130101)+C12N 15/85 (20130101)+C12N 15/11 (20130101)+C12N 2800/22 (20130101)+C12N 2310/20 (20170501),3.0,82.0,16.0,2017,6,2017-06,2
6651420,10000772,2018-06-19,2015-04-13,C12N 15/102 (20130101)+C12N 15/111 (20130101)+C12N 9/22 (20130101)+C12N 15/113 (20130101)+C12N 15/907 (20130101)+C12N 15/90 (20130101)+C12N 15/70 (20130101)+C12N 15/746 (20130101)+C12N 15/902 (20130101)+A61K 38/465 (20130101)+C12N 15/63 (20130101)+C12N 2310/33 (20130101)+C12N 2310/11 (20130101)+C12N 2310/13 (20130101)+C12N 2310/3519 (20130101)+C12N 2310/531 (20130101)+C12Y 301/04 (20130101)+C12N 2800/80 (20130101)+C12N 2310/20 (20170501)+A61K 48/00 (20130101)+C12N 2310/14 (20130101)+C12N 2310/31 (20130101)+C12N 2310/32 (20130101),4.0,163.0,1.0,2015,4,2015-04,2
6657322,10004765,2018-06-26,2014-03-14,A01K 67/0271 (20130101)+C12N 9/12 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+C12Y 207/12001 (20130101)+C12N 15/111 (20130101)+C12N 15/1137 (20130101)+A61K 35/28 (20130101)+C12N 15/85 (20130101)+A01K 67/0275 (20130101)+C12N 2830/32 (20130101)+A61K 48/005 (20130101)+A61K 48/0075 (20130101)+A01K 2207/12 (20130101)+A01K 2217/072 (20130101)+A01K 2217/15 (20130101)+A01K 2217/203 (20130101)+A01K 2227/105 (20130101)+A01K 2267/0318 (20130101)+A01K 2267/0356 (20130101)+C12N 2800/40 (20130101)+C12N 2830/003 (20130101)+C12N 2999/005 (20130101)+C12N 2330/51 (20130101)+C12N 2310/111 (20130101)+C12N 2310/113 (20130101)+C12N 2310/14 (20130101)+A61K 2035/124 (20130101)+C12N 2810/10 (20130101),3.0,5.0,,2014,3,2014-03,1
6657720,10006052,2018-06-26,2014-05-28,C12N 9/22 (20130101)+A61K 35/17 (20130101)+C12N 15/907 (20130101)+A61K 38/465 (20130101)+C12Y 301/00 (20130101),2.0,1.0,,2014,5,2014-05,2
6659537,10006053,2018-06-26,2016-09-08,C12N 9/22 (20130101)+C12N 15/907 (20130101)+A61K 48/00 (20130101)+C12N 2830/002 (20130101)+C07K 2319/09 (20130101)+C07K 2319/43 (20130101)+C07K 2319/81 (20130101)+C12N 2800/80 (20130101)+C12N 2830/00 (20130101)+C12N 2830/15 (20130101)+C12N 2830/48 (20130101)+C12N 2830/60 (20130101)+C12N 2830/90 (20130101)+C12N 2840/203 (20130101)+C07K 2319/00 (20130101),2.0,33.0,,2016,9,2016-09,3
6659977,10004211,2018-06-26,2016-11-14,A01K 67/0278 (20130101)+C07K 14/5412 (20130101)+C07K 14/7155 (20130101)+C12N 15/907 (20130101)+A01K 2217/072 (20130101)+A01K 2217/15 (20130101)+A01K 2227/105 (20130101)+A01K 2267/02 (20130101)+C07K 2319/00 (20130101)+A01K 2207/15 (20130101)+A01K 2227/10 (20130101)+A01K 2217/052 (20130101)+A01K 2267/03 (20130101),4.0,7.0,,2016,11,2016-11,4
6661474,10006054,2018-06-26,2018-03-23,C12N 9/22 (20130101)+C12N 9/96 (20130101)+C12N 15/102 (20130101)+C12N 15/63 (20130101)+C12N 15/907 (20130101)+C12N 15/113 (20130101)+C12N 15/11 (20130101)+C12N 2310/20 (20170501)+C12N 2810/10 (20130101),3.0,1.0,,2018,3,2018-03,1
6664174,10011850,2018-07-03,2014-04-23,C12N 9/22 (20130101)+C12N 15/102 (20130101)+C12N 15/907 (20130101)+C07K 2319/00 (20130101)+C12N 2800/80 (20130101)+C12Y 301/00 (20130101)+C12Y 301/21004 (20130101)+C12N 2310/20 (20170501),2.0,159.0,,2014,4,2014-04,2
6667462,10011849,2018-07-03,2017-06-23,C12N 15/902 (20130101)+C12N 15/70 (20130101)+C12N 15/81 (20130101)+C12N 15/85 (20130101)+C12N 9/22 (20130101)+C12N 15/905 (20130101)+C12N 15/907 (20130101)+C12N 15/11 (20130101)+C12N 2310/20 (20170501)+C12N 2800/22 (20130101),3.0,82.0,4.0,2017,6,2017-06,2
6669765,10017786,2018-07-10,2015-02-12,C12N 15/907 (20130101)+C12N 2800/30 (20130101)+C12N 2800/107 (20130101)+C12N 2320/32 (20130101),4.0,5.0,,2015,2,2015-02,1
6670906,10017825,2018-07-10,2015-11-16,C12Q 1/6886 (20130101)+C12N 15/907 (20130101)+C12Q 2600/156 (20130101)+C12Q 2600/106 (20130101),2.0,,,2015,11,2015-11,4
6690830,10036041,2018-07-31,2013-09-28,A01K 67/0275 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+A01K 2227/102 (20130101)+C12N 2800/30 (20130101)+A01K 2267/03 (20130101)+A01K 2217/072 (20130101)+C12N 2800/80 (20130101),3.0,,,2013,9,2013-09,3
6697355,10041053,2018-08-07,2016-04-19,C12N 9/22 (20130101)+C12N 15/902 (20130101)+C12N 9/16 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+C12Y 301/00 (20130101)+C12N 2800/80 (20130101)+C12Y 301/04 (20130101),2.0,19.0,,2016,4,2016-04,2
6698027,10041092,2018-08-07,2016-09-09,C12N 15/907 (20130101)+C12Q 1/6897 (20130101)+C12N 15/111 (20130101)+C12N 15/902 (20130101)+C12N 2310/20 (20170501),4.0,2.0,,2016,9,2016-09,3
6722781,10066240,2018-09-04,2015-02-12,C07K 14/005 (20130101)+C12N 15/64 (20130101)+C12N 9/2402 (20130101)+C12N 7/00 (20130101)+C07K 19/00 (20130101)+C12N 15/746 (20130101)+C12N 15/902 (20130101)+C07K 14/463 (20130101)+C12N 15/907 (20130101)+C12N 2740/16031 (20130101)+C12Y 302/01055 (20130101)+C07K 2319/80 (20130101)+C07K 2319/10 (20130101)+C07K 2319/02 (20130101)+C07K 2319/81 (20130101)+C12N 2740/16311 (20130101),4.0,13.0,,2015,2,2015-02,1
6723056,10066241,2018-09-04,2015-05-29,C12N 15/86 (20130101)+C12N 9/16 (20130101)+C12N 15/1133 (20130101)+C12N 9/22 (20130101)+C12N 15/907 (20130101)+A61K 48/005 (20130101)+C12N 2810/60 (20130101)+C12Y 301/00 (20130101)+C12N 2330/51 (20130101)+C12N 2310/20 (20170501)+A61K 38/00 (20130101)+C12N 2820/60 (20130101)+Y02A 50/465 (20180101)+Y02A 50/387 (20180101)+Y02A 50/463 (20180101)+Y02A 50/385 (20180101)+Y02A 50/467 (20180101)+Y02A 50/393 (20180101),2.0,63.0,,2015,5,2015-05,2
6726481,10066221,2018-09-04,2017-03-03,C12N 9/22 (20130101)+C12N 15/907 (20130101)+A61K 38/00 (20130101),2.0,,,2017,3,2017-03,1
6727342,10066242,2018-09-04,2017-07-26,C12N 9/22 (20130101)+C12N 15/85 (20130101)+C07K 14/47 (20130101)+C12N 15/907 (20130101)+C07K 7/06 (20130101)+C07K 2319/50 (20130101)+C07K 2319/80 (20130101)+C07K 2319/81 (20130101)+C12Y 301/21004 (20130101),2.0,36.0,,2017,7,2017-07,3
6729675,10072062,2018-09-11,2015-01-05,C07K 14/70539 (20130101)+C12N 15/907 (20130101)+A61K 35/17 (20130101)+C07K 2319/81 (20130101)+C12N 2800/80 (20130101),8.0,58.0,,2015,1,2015-01,1
6737876,10077453,2018-09-18,2015-07-30,C07K 14/721 (20130101)+C07K 14/35 (20130101)+C12N 9/22 (20130101)+C12P 19/34 (20130101)+C12Y 305/04 (20130101)+C12N 9/0071 (20130101)+C12Y 114/11 (20130101)+C12N 15/907 (20130101)+C12N 15/63 (20130101)+C12N 9/78 (20130101)+C07K 2319/92 (20130101),2.0,201.0,1.0,2015,7,2015-07,3
6742381,10081817,2018-09-25,2016-10-31,C12N 9/00 (20130101)+C12N 15/907 (20130101)+C12Y 301/22 (20130101)+C12N 15/52 (20130101)+C12N 15/79 (20130101)+C12N 9/22 (20130101),1.0,28.0,,2016,10,2016-10,4
6748697,10087465,2018-10-02,2016-09-14,C07H 21/04 (20130101)+C12N 15/907 (20130101)+C12N 15/87 (20130101)+C12N 15/113 (20130101)+C12N 15/11 (20130101)+C12N 2310/3181 (20130101)+C12N 2310/14 (20130101)+C12N 2310/3233 (20130101),2.0,,,2016,9,2016-09,3
